stars,text
5,"DV Nail may I help you YES You can  and always well Ive been going to DV Nails for years and theyre great Ive cheated on them a few times when I hear of similar nail shops in the area offering specials and mini hot stone massages with a manicure but I always end up back at DV Nail 

Their massage chairs are wonderful  strong massagers You actually feel like youre getting worked on Theyre clean friendly and always do a great job for the price Its not fancy by any means and I wish theyd turn on the radio instead of the fuzzy TV but theyre consistently good They carry every Essie  OPI color and my manicures always last a long time A manicure  pedicure is 28 total  tip I think thats great 

I typically request Tina or Julie  they both take their time and do great Dont be fooled by this place theres often a long wait Id recommend an appointment"
5,"I will give this place a 5th star even though i wait for 30 mins every time i go that can only mean its good right Well its that friendly AND that good that i dont mind waiting i hope it doesnt lose that customer service aspect that makes it so approachable 

best sausage gravy in town with a nice spice to it im not fond of their potato has thingys but their bfast nachos are fab and their white out omelette is also very tasty my favorite item  turkey sausage eggs benedict DD style trade sausage gravy for hollandaise  very filling as you can imagine 

breakfast club will still be the old town brunch location for when visitors come visit me but for week in and week out sunday morning brunch this is my spot"
1,"Its a supermarket  I just go in buy what I need and get out  Its convenient that theres a wells fargo in there but theres one across the street as well  

To the negative experience
My sister was speaking to my niece but not in english  Some caucasian lady walks by and rudely says Cant you speak english  WTF  Is this taking SB 1070 in your own hands  Its like youre trying to make every race hate you even more  I will run into this arrogance wherever I go

Im not done yet  Keep on reading
My niece had a dollar in her hand and was pointing at the lottery scratcher machine  We know you have to be of a certain age to play it  One of the employees there rushes over and in a loud voice tells me niece she cant play it  Calm down  Kids are just innocent and dont need this extra verbal abuse in their lives  Dont you have something better to do like restock the shelves  Swear Racial profiling"
5,We came here Sunday morning for a wonderful breakfast Our server was Colleen She was very attentive and we had  a great meal The menu is so extensive with many many options I got Florentine Eggs Benedict and my boyfriend had a fabulous omelet with potatoes and toast They were both delish     Their Potatoes are fab   The Decor was very nice and even though they were so busywe did not wait long at all for our table  Big parking lot and a nice waiting area as well We will defiantly come back here soon
5,"I love Christmastime and I especially love it because I know that Luminarias is back and this year its better than ever The staff and volunteers at the DBG do an excellent job of directing guests through the garden Between the welllit paths with Luminarias of course helpful staff and amazing acts this is an event not to be missed I consider this to be the ultimate activity for adults Its romantic if youre on a date its festive if youre with your family and its just pure fun if youre with friends 

You enter the park to be immediately greeted by hundreds of meowganificant Luminarias lighting up the entire garden Cocktail stations lie in every knook and cranny and they serve delicious festive drinks like my favorite hot cocoa and raspberry vodka If youre hungry they sell food throughout the garden at two locations Then there are the performers The DBG does an amazing job of bringing in musicians of every shape and size Whether its a trio of Christmas carolers a mariachi band or a lively Jazz band they have bands in every corner lighting up the night I am also continuously impressed with the acoustics of the garden With so many live acts in one area you can barely hear a specific act until you are in that area Their event planners did an amazing job 

Luminarias is my favorite Arizona activity during the holidays and I cant wait to go back next year"
5,"One word can describe the food here  perfection

All the meals Ive had here has been absolutely delicious served by the most charming waitstaff

Someone recently told me their Chilean Sea Bass was the best hes ever had and I believe him    I cant wait to taste that dish"
5,"All I have to say is WOW This place is EXCELLENT   All the dishes we had were extremely fresh authentic and DELICIOUS  

My favorite pot stickers EVER  The skin is super thin tender not greasy mostly steamed encased around a very light delicate dumpling that makes me want to order 2 next time 6 is just not enough they are tiny but oh so delectable The sauce is perfectly balanced of sweet spicy and tangy and does not overpower the pot sticker  It also comes with a thin airy crispy rice chip underneath the pot stickers that give it an extra texture with scallions scattered about  MMMMMMmmmmm

The green curry is more brothy than others than others that I have had but no matterIt is delicious with bits of vegetable and whatever meat you preferwe got chicken  I love sopping it up with rice and trying to eat it with chopsticks  You may need a spoon  

The eggplant and chicken stir fry is also fabulous  The asian eggplants are cooked to perfection Their sauces are spot on  

BEST Coconut ice cream  It is light fluffy icy dreamy peanutty coconut cloud confection that makes my mouth water  It is not sickly sweet sticky artificial coconut tasting at allPredominant coconut flavor is not my favorite and I LOVE THIS 

Even if you dont like curries there is plenty of food here that will make you a fan  This is a mom and pop kind of place they are really nice  Its a trek for us but definitely worth the drive"
5,"I really like this bar  restaurant  I usually come here to meet up with a friend and sit at the main bar  It is modern and clean  There are a couple bars to sit at and they even open a big door to a bar for the outside too  They have some good brews on tap and have flat screen tvs as well  

I have only had a burger and fries here  They burger was really good the fries were really greasy and were just okay

The staff here is friendly  speedy  I would recommend this place for a good place for someone looking for a nice place to grab a drink and converse"
5,Really nice  Im new to the area and I stumbled upon them  They are fast and not very expensive  I was a little turned off by the number of really old men working there but they had their regular client list  It was like one side was old men hair stylists and the other side was the young girl stylists  The two sides didnt really associate which I found rather weird  But none the less a great hair style at a great price
1,"This may be my worst dining experience ever

The scenery was beautiful we cant complain about that The menu was decent there was a good number of selections to choose from However the prices were definitely high were just talking tacos  burritos here

I ordered a taco salad with steak It was 1199 for lunchwhich I thought was crazy  When I got the salad it was the cheap iceberg lettuce with a couple tomatoes  a few onions The steak was DISCUSTING I wouldnt feed a dog that steak meat I asked the waiter for some salad dressing he gave me this funny look and said most people just use salsa but I guess I can get you some ranch or something Great service huh I asked the waiter about the margarittas and he willingfully told me that the 3 cheapest ones are no good and are too watered down Niceso I then asked about the Patron Margaritta my fav tequilla The Patron rita was 16 

The waiter was extremely unprofessional and even gave us this pitch about how hes only working there until he finds a new gig The prices were ridiculous I would NEVER go there again and hope to share my story with many people before they waste their money"
5,Stayed at the hotel from 1118 till 112312 Excellent hotel and the stuff was great Originally was supposed to come during Hurricane Sandy and couldnt fly out as I was affected by the storm The hotel staff had no problem changing my reservation and didnt even change the price Everything was great The room was clean The pool was excellent
1,Completely shady  Towed our Uhaul as we were moving in to our new Apartment Complex  Completely unethical and total crooks  AVOID AT ALL COSTS
5,"I just revisited Cheese N Stuff this weekend after a while  I guess just eat during their limited hours very often  They close very early 4pm

I love their liverwurst sandwiches and the Bismark but this time I decided to try the Doughboy people speak of minus mayo as I do not enjoy warm sandwich lubrication  As ever the place is tiny homey and spotlessly clean  I had some of the hot German Potato salad as a side and a ginger ale   All were yummy delicious and satisfying 

 As I was eating I had a yen for a Celery Soda to go with this classic sandwich but Ive only been able to get them at Chompies in the valley  There are loads of interesting European cookies to get packages of as dessert so grab a couple of friends when you go but carpool as the lot is smallish  I guess they stopped giving pickles with sandwiches bummer"
1,OMG what is the rave about this place is disgusting its dirty and the food is not worth it i came here with my family and we each order a little bit of everything that is suppose to be good and popular there unfortunately everything is bad i walked by the waiters and they were all cursing really loud in vietnamese to each other the table is icky and it smell like my cooked up oil  ick go to Pho ao sen instead at least its clean
5,"Food Truck Fav right here

Ive been wanting to try Pizza Peoples Pizza for a while now  I found out they were setting up at 180 Degrees Automotive and I figured if Bogi was hosting them then I needed to check them out  I finally caught up with them at Local Fest

Bogi was actually there helping them out and she told me that they were only sampling the regular pizza and the gluten free pizza was 8 but she assured me it was yummy  First of all 8 for a 2 item gf crust pizza is a deal  Secondly Bogi said they were her some of her best friends in the worldand I trust her implicitlyso I ponied up my dollars and waited about six minutes  I ordered my pie with pepperoni and fresh tomato  I took it back to my table to share with my Mama who is also gluten free and we both said at about the same time  Oh my gosh this is really good   Something Ive only said about twice since eating gf pizza

The sauce is fresh the dough was the best gf dough Ive had to date and the toppings were just divine  I need to put a GPS tracking unit on this truck so I can track it daily Oh waitI can just check their facebook page  Yeah Id eat it daily  Its that good"
1,Horrible service Twice now Ive gone there and they keep messing up my drink I work for Starbucks Its not hard to get a drink right Believe me Horrible service The people that work there All have bad attitude One lady doesnt even look at you when your ordering your drink I think that someone needs to go In there and fix it and make it a welcoming Starbucks that its known for Ya a few of the employees that work there are absolutely wonderful but when you get that one that is just rude it just makes you not want to go there anymore I stopped going They still get my drink wrong when my mom goes to get coffee Horrible
5,"Im currently staying at Camelback Inn for 3 days A pleasant treat after a molar extraction last Friday afternoon Although Ive sworn not to be seen in public with a swollen face I am truly enjoying this trip Theres a trail just behind this resort and a completely awesome view of the hills Awesome and I mean it
My hubby is out on his meetings and Im juggling my work the luxury of running your own biz take it anywhere you want do it anytime you want well not most of the time  
Just had lunch at Hoppins Jack Excellent service friendly staff especially the  handsome young german  Anyway ordered chicken sandwich with cashews and mandarin orange delish My lil girl was pacified with a vanilla sundae with fruity swirl raspberry or is it strawberries with peaches and berries I had a few spoonful yummy
Kids menu was dirt cheap fries and 3 pieces of chicken strips or rather crispy chunks  was actully tasty
I still have until tomorrow Maybe if I have time Ill head down to the spa for a desert rain loofah Oh as for the room great decor quite spacious and an outdoor porch with umbrella and seat to lounge around in the sun
Simply love the view It takes me away from everything Im in heavenly desertHighly recommended"
5,"This is the location I frequent most it helps it is less than a mile from my home 

I have been to a US Egg this and other locations more than a dozen times or two since moving to AZ in 2010 I love breakfast food and the specialty won me over instantly PROTEIN PANCAKES As the timeless Tina Turner once said Simply the Best That describes these pancakes perfectly 

Before I go on and on about the pancakes because I have been known to do so some background information about atmosphere staff etc 

This location is in a nondescript one story building in front of the offices at Mill Towne Center or is it Mill Town Centre Nothing fancy but I dont need a Jacket Required sort of feel to a place to enjoy my breakfast 

The staff is fantastic hostshostesses waitresses busboys I have never had anyone employed here be anything but 100 professional and attentive To speak to something others have mentioned about getting the check early while they are still eating as long as you continue to be my waitress ie refills requests for jelly etc I dont care if you bring the bill with the food If I decide I want something else I doubt any of the folks here would have a problem reprinting a corrected bill Now on to the food 

The protein pancakes are filled with blueberries granola cinnamon and silvered almonds The ingredients arent something exotic but they are perfectly balanced in the mix not too much or too little of any of them The thing about any food item you like at a restaurant it becomes a favorite because they are able to duplicate it time after time I have had this item many times more than any other item and they are always spot on knock on wood  

All the other dishes I have had always breakfast havent tried lunch yet were some combination of eggs and protein and the eggs are always perfectly cooked to my specification over medium and the meat always juicy 

I promise to write another review as soon as I dont get the protein pancakes which will be when they decide to remove them from the menu  NEVER  Oh or if I actually go in later than normal and feel like lunch over breakfast not good odds O"
5,Mesa Amphitheatre is easily my favorite concert venue in the Phoenix area  You can see and hear from anywhere in the place and the grassy risers were such a good idea  The sound was excellent for the two shows Ive been to there  Really just an overall nice peaceful place to see a show and enjoy the Arizona weather  Parking isnt too bad and neither are the lines to get in where they check your bags  To top it all of getting out of there was a breeze both times I was there
5,Kaley helped me get the best room in Mesa AZ my view was awesome The beds were clean and the service was awesome with a great cafe style restaurant I am recommending to all my friends to call Kaley for a hook up
5,"Waffle Houses are bomb but this one is my favorite  Not only is it 24 hours but it is super clean and well lit  There are totally some seedy people who go here but their conversations just make for very interesting background noise  

As far as the food the prices are cheap the menu is semialacarte and the the waffles are amazingly crisp and perfect  This is THE Waffle House to visit  Go now do it  How good does a waffle sound right now anyways  Thats right Pretty Damn Good"
5,Brie and Apple with Fig bruschettaI dont need to say anything else  except 5 glasses of wine til 5 all week and 5 mimosas til 5 on the weekends  Best place to spend a Sunday afternoon
5,"Now worthy of 5 stars for replacing their toilet with one that actually flushes Its always nice when a place that sells diuretic beverages has a working toilet



The baked goods are baked right there in the coffee house by their employees  The coffee is roasted right there on site Iced tea refills are free bitches The baristas are hep cats who ride fixie bikes Now I like to coast but shit  Gotta give them cred If you go often enough the other regulars will be friendly If you hate Mac laptops you probably should stay away The new tables are great There are power outlets everywhere Its next to Pane Bianco I run into my homies there on the regular When it comes to coffee shops in CenPho there is no competitor Jeff the owner is a cool dude The seating outside is nice I have been known to spend all day there and use it as my office away from home and my real office I seriously probably spend about 16 hours a week there or so maybe more some weeks working on my laptop and occasionally people watching Did I mention that I kind of like this place"
5,This is such a beautiful stadium to go to and relax at everything is so close that it only take 1015 mins to get where you want to be and on top of that there is westgate shopping center that is right there with all the bars and night clubs to go to after the games I recommend UOPX Stadium over any other in the valley because its clean and any seat in the house is a great onePlus the weather is always great
1,"This address is for the one next to Panda Express not the one in Walmart

This place sucks and it doesnt even come close to any other McDonalds How in the world can you have so many employees working and have a line of people waiting for their food Its like there is retarded people working there and they all have special needs This one guys was just waiting for a happy meal and had been waiting for 10 minutes before I even got there It them about 15 minutes for them to give me my food One mexican kid that was working was to busy flirting with this girl in front of everyone while her father was asking why the food was taking so long to make 

The dining area was dirty after I got my food and sat down They should fire the manager and everyone that works there They take no pride in working there and its sad to see this It shouldnt matter what they are being paid to be there its still a job and they ARE being paid to be there 

I will NOT be returning to this place"
5,I took the pole dance aerobics class last night and man am i feeling it today everyone there was really welcoming and had great advice for me as ive never tried this kind of thing before its tucked away and at first i had no clue where it was but its worth the search had a blast got a great work out and felt great afterwards im definitely going back for more
5,"Hands down the best spa I have visited in the state and perhaps the nation 

Massages were amazing

Drinks and brunch were amazing

Staff went out of their way to take care of our every need

Went at 11 am to relax for the day and stayed until 5pm which is unheard of for me at a spa once the initial massage has taken place but this place kept me going all afternoon with the plunge pool sauna and steam Also the pool and spa hot tube outside were amazing I honestly cannot say enough about AJi and its wonderful staff

I will return"
5,Good food great atmosphere great service and great prices We will definitely be back Cant wait to try the Sunday Brunch
5,"I really REALLY like The Lodge so I was gonna give it 4 stars To be honest though I really cant think of any good reason NOT to give it that 5th star

Ive mostly been here for Happy Hour when visiting AZ but Ive also stopped in a few late nights and have always had a good time

The Lodge has one of the best Happy Hours deal wise in Old Town All apps except the mac  cheese and fried pickles are half off along w2 cheap drafts 3 Lodge signature drafts which is a tasty beer  3 wells stuck to beer on this last trip but if I recall in the past they actually use a heavy pour during happy hour

Ive tried quite a few of the apps and theyre all good The pretzels  cheese are particularly tasty I always get pretzels  cheese no matter where I am wthe friend I came here wfor happy hour the last time I was here so I can say Ive tried quite a few in my day  the Lodges ranks right up there

I admit Im a sucker for cheesy theme bars so I kind of of dig the ski lodge theme here the dining room area isnt huge but is clean wcomfy seats The bar area is pretty big  the patio is nice weather permitting 

Ive never had an issue wthe service here  both bartenders  bouncers are always nice"
5,"So going on vacation in a week and wanted to get a brazilian for the first time  I gotta say the technician Christine was great  She tells you what to expect and tosses in a little humor to keep you comfortable  It was very clean the wax isnt to hot and the technician never double dipped  I found the place very clean and comfortable  Pricing is just right too  I like that there are options to buy it for a year and go anywhere they have a shop

I did get told about product as others reviewed  However I didnt feel pushed because Christine explained how it can be used and why  In addition she told me of other uses for the product  

It was an all around good experience that I would recommend to any friend wanting to get waxed"
5,"My dentist recommended this place to me five years ago and every since then I keep a keen ear to any of her recommendations as Shimagamo is the best sushi Ive had anywhere  Ive had sushi in CA NY TX and HI   

The fish tastes fresh and the portions are generous  One piece of advice is to eat at the sushi bar rather than one of the booths assuming you are having sushi  In my experience sushi tastes better served as soon as each sushi piece prep is done rather than waiting for the entire sushi order to be completed  This place has the best Unagi and an awesome Escolar which I havent found anywhere else  The Suprise Crazy Roll served with a sweet wasabi sauce is always on our Sushi order

The only con is that this place is pricey but they do have a daily 57 happy hour that contains some great options  However the best stuff is usually not on the happy hour menu  Also this isnt a place to have Sake bombs  Its a very low key atmosphere for those just looking for an excellent meal  Youll likely notice early on how many folks are regulars  I was told this was the spot where many Japanese baseball players come to have their Sushi

The restaurant is very nondescript  It sits in a corner of a shopping mall and is easily overshadowed by its neighbor CFu Gourmet"
5,This hidden gem is located just outside of Mill Ave and is apparently the hipster home base of Tempe If somehow you are allowed in without suspenders or nonprescription clear glasses you will see exactly what goes on to the left at least four people playing chess to the right someone reading a book but sitting next to someone writing a book and did someone just walk in with a puppy Yes As you walk up to the counter you are already disoriented so you may be confused about what to order Well they are known for their cappuccinos which I can personally vouch for but on a hot summer day in Arizona I recommend their Dirty Horchata or Espresso Excellente a rice milk horchata with shots of espresso It was good for the minute it lasted See you there next time
5,"Mmm  Delicious Indian food and a great selection of vegetarian dishes

I LOVE the fact that each dish is mildly spiced and left up to the individual to customize the flavor depending on which sauces they choose  Im a spicy lightweight so it was great that I didnt have to worry about getting something too hot to enjoy

I had a bowl of brown rice cumin potatoes and tofu masala with a cool yogurtcucumbermint sauce on the side  It was fantastic  I cant wait to go back

also I thought it was adorable that we were given a golden dollar coin with our check for making the drive to their location and to compensate for highgas prices  A memorable gesture"
5,"Many have started out with this and it should be stressed  this wonderful place is TINY 

Suggest you make a reservation so you get he chance to enjoy the wonderful food that is in store We started with the stuffed mushrooms  like many others raved about and the Portuguese style mussels Both were fantastic and left us wanting to come back to try the other mussel offerings and appys as well The endless bread was the perfect tool for soaking up the rich juices the mussels were bathed in  

Were were pretty full but thought we would take a run at the Espana pizza Hands down the best pizza we have ever had The flavor could not be any better and the perfectly created thin crust let you enjoy the toppings as both a compliment and as a way to get it easily into your mouth 

Feels more like you have been invited to a friends house for an awesome meal as opposed to a restaurant Great people and they went to all lengths to make ours and the other patrons meal fantastic even the entirely needy hard to please and somewhat obnoxious woman seated near us

While I am sure they would make your super comfortable if you had to wait suggest you  make a reservation so you can enjoy this great little place"
5,This place never ceases to amaze One of the best breakfast places in Phoenix The Sicilian scramble is a favoritethough the smashed meatball was great We finally went back for dinner the other night and for the first time I had a burger It should not be surprising that is was fantastic Atmosphere is great service is great and the food is greatjust go
1,"Just a quick update  this KFC shut down just a few weeks ago 

There still might be someone in line tho"
5,I dont actually hunt or fish but after visiting this place Id like to take up those activities This place is like a giant outdoors amusement park Everything you could possibly want for outdoor activities is included in this store I could spend hours in this store just looking at everything they have available Plus now I know where to buy the furniture if I ever get a hunting lodge
5,Had lunch at Bliss again  still yummy as always This time I had the ceasar salad and their shoe string  parmesan cheese fries I still recommend this place for lunch or dinner
5,I admit it I eat donuts almost everyday and twice on Sundays Today a I found a new addiction french crullers uhhh they are soo good Melt in your mouth
5,"This is a great little hidden gem From the outside it looks like just a dive but the inside is surprisingly nice 

The food here is great and they are willing to make things to your taste when it comes to ingredients and spice level 

The waitstaff are also very friendly They came by while we were eating just to make sure we were happy with everything even though this is an order at the counter place

Another little bonus is that they have a drink station where guests can help themselves to free refills which definitely comes in handy in Phoenix"
5,"This neighborhood sushi bar is one of the best in AZ Fresh fish good portions and great service A place where not every single roll is filled with imitation crab and drenched in sauce Majority of their sushi menu is pretty traditionalbut the sushi chefs takes special requests if you give them an idea of what you like I especially like the Cucumber Fiesta which is a salmonyellowtailtuna roll wrapped in cucumber instead rice

The staff is also very attentive They check on your need often and clear out empty plates promptly The thing that stood out most was the number of customers who are regulars As I wait for a table I always see people greeted by name and received with hugs There must be a reason why people constantly come back right Check this place out and judge for yourself"
5,Amazing sushi Fast clean fresh Friendly staff Favorites are Arizona Beauty Alaska and Spicy Ninja although everything here is some of the best around hands down
5,"WOW A real European bakery  This was awesome after having lunch next door at La Buona Pasta we took home some kalachis and walnut roll home for later  The cakes are varied and everything looks buttery good and sweet  Having grown up near a Swedish bakery it kind of remind me of thatdonuts cakes cheesecakes breads and other European specialties  The shop is also set up with a small section of Polishcentric groceries  mmmm maybe I will have to learn to cook some Polish dishes  Next special occasion my cake is coming from there  

The one we visited is 
13331 W Indian School Rd
Litchfield Park AZ 85340 USA
6235474655"
5,"this place is awesome GO  soon  already decent wait times 

OH pitches of pbr for 7 bucks yeah yeah shut up

GO GO GO"
5,"I was so happy when I saw this chain appear in AZ  I used to frequent it in CA and have never found another sub that comes close  

I think the secret to their success lies in the freshness and quality of their meats and cheeses  always sliced to order  If you are looking for a veggie sandwich  you will be limited here  But if you like a hearty cheesesteak or italian sub you are in for a treat  They also take a bit of a different approach in that they really douse their sandwiches in oil  vinegar   It is a different approach but seriously good  The Mikes Way option lettuce onions  tomatoes is a bit bland I love to add the mustard mayo  pepperocini

Their signature sandwich is the 13  It has several flavorful italian meats plus freshly sliced cheese  Dont judge this place until you have tried that sandwich  It is unlike any other chains offering  really amazing  

Their sandwich sizes are a bit different from the regular footlong but if you order the largest size you are getting quite a bit for your money  Ive visited the one that just opened in Chandler and was completely pleased  And Im happy to hear they are now opening one in Ahwatukee

They also seem to have a high focus on customer service  Ive always been met by very cheerful helpful people  Not a necessity for a sandwich but certainly a lot better than the opposite"
1,I have literally never seen this place open and I live two blocks away
5,"This place was once known as J Chew and Company I loved that place and this new version is still great

So comfy so casual so welcoming and so nonscottsdaley its just the best"
5,"Im not a fan of chains I far prefer to find and give my business to new and interesting local fare That said there are a couple of chains I like and one is Texas Roadhouse

Texas Roadhouse does two things really well steak and portions I can go to a Texas Roadhouse anywhere and get a wellmade ribeye at a very reasonable price It made not be fork tender or the same quality as a 50 ribeye but itll only cost me 18 and I know it will be far superior to any other more expensive chain steakhouse But before I get that steak Ill get peanuts bread salad and sides So Ill likely have half a steak for lunch the next day

Like I said well made steak and portions Im good with that"
5,"I picked up a jar of freshmade salsa and chips for the Superbowl party I was attending last Sunday because they are that outstanding  They were a big hit  

If you are dining at the Blue Adobe definitely try the chips and salsa  I am not a big fan of chipotle seasoning it is definitely one of the key ingredients but regardless I think it tastes great  If you like it you can buy a jar of the fresh salsa and take it home with you for about 9 it is a good sized jar"
5,"This is by far my favorite Indian restaurant in the Phoenix area and the best

The food is very delicious and the owner Preet is very hospitable

Too bad I no longer live in Ahwatukee  All I could think of when I was at a restaurant down the street from my place earlier is how mouthwatering Star of Indias chicken tikka masala is Yumm

A must visit"
5,Great quality food atmosphere and location This is a place to take a date to or just to have an enjoyable evening with great food The meatloaf When they have it is amazing Steak is also top ofthe line Definitely recommend
5,"Whats all the fuss  Im not sure what folks compare this chain too The Dead Duck Inn  Joes local Chinese Gag house Are those places that great Sooo fresh and delicious Not in my days Premade sitting around and HEAVY oil is what I see from most other establishments Even those touted by friends Maybe its because they know George from behind the counter  Its not Pei Wei Pei Wei is a quick fresh and inexpensive gift from heaven Even the hard to please Yelper has to admit the multiple options you have to modify your meal should give you no excuse not to love what you order The food is fresh and prepared to order Even fried rice is made to order The sauces are made from scratch and are a combination of quality Chinese ingredients Chili paste fresh garlic scallions bean curd and a bounty of fresh Chinese vegetables  Go Yon China will serve you premade sauces with no punch and lots of giggle The atmosphere at Pei Wei is great Black and dark red with glossy graphics and all sorts of Chinese Even with the stand in line style of dining Makes me hungry just thinkin about the joint However to me its a take out Ferrari Call in swipe my card and off I go Sure its not Changs Still its better than the local Dead Duck Inns food stained art with a Chinese New Year paper place mat 

Of course Im looking at the healthier options a Chinese food place may have to offer and Pei Wei lifts the bar in multiple sets Get your chicken steamed go brown rice add extra vegetables or go vegetarian Still you may complainOh is it too salty Or too sweet Give me a break This is CHINESE FOOD And you wont find MSG So if you dont want spicy salty or sweet have a meal from Bland of the Rising Sun But if you want a highly under rated treatI ask you to open your mind to this familiar spot for clean fresh made to order and if you like healthy Chinese food"
1,"AMC Theaters has the distinct disadvantage in Phoenix at operating in a town with a highquality local provider of entertainment Harkins and they really pale in comparison Tonight we went to the AMC 24 at Arizona Center which is literally right near our house but weve been there only two or three times in as many years Why Because AMC doesnt offer a senior discount any longer

For AMC Management  Did you know that there is a huge population of older people living in condos in the downtown Phoenix location who go to moves three and four times a week I think it is absolutely ridiculous that I could go to a Harkins and see a movie for 1213 for two but when its an AMC Theater its 20 Do they think they are so special that they warrant this extra tax

The theater is generally clean and nice but the prices on sodas and popcorn are too high combined with the fact that they dont offer the discount to seniors AMC please just fold up your tent and go away We dont need you here"
1,"Bitzee Mamas isnt my mama My mama wouldnt have kept her hungry son waiting forever for his lunch She wouldnt have let my go thirsty with no refills She does make a good bowl of salsa so that makes it alright right 

Took my real mama there for lunch I ordered the taco salad and ma ordered the cheese enchilada plate also a bowl or red chile Taco salad was alright except the taco shell was so mushy from water it literally fell apart when I picked it up glad I wasnt eating the shell Shes old school makes a darn good cheese enchilada and refried beans Struck out again with the red chile I swear can no one except La Canasta make red chile While the meat was tender and the sauce was smooth it had a weird orange color to it and the meat tasted well wasnt any beef Ive ever had 

On the way to the counter to pay my bill I noticed that almost everyone was eating chimichangas well then looks like I ordered the wrong thing Place is also uber cheap 

Be careful what you order and mama will be just fine"
5,If you desire true Chicago deep dish pizza then Nellos should be at the top of your list This is a staple pizza location in the Valley and my family has been going for years Nellos offers a great menu drink list and atmosphere They offer an excellent MonFri lunch special  a large drink salad and 2topping personal pizza for 899 what a steal Dont pass this place up its worth it
5,My house has never been this clean EVER I am thrilled with the level of service and professionalism expressed by the women who cleaned my house today I bought a Living Social coupon and I am so glad I found this company 5 women arrived and fully cleaned my house in 45 minutes The women were friendly to me and especially my dog which is the sign of a wonderful company if you ask me I am hoping I am able to use this service on a monthly basis Angela scheduled my appointment immediately when I let her know I had company coming in town and the cleaners arrived during the scheduled time I am thrilled with the results
5,The Flower Studio far exceeded my expectations at my wedding Christine is an amazing artist businesswoman and person She made time to meet with me outside her regular hours and really understood my vision for my wedding Her arrangements for my wedding were absolutely stunning and really took the event to the next level I am more than thrilled with this company and would recommend them to anyone Thank you Flower Studio for making my wedding so beautiful
5,I dig the breakfast been to 7th and 38th and had Nans breakfast Plus have had tamales too so really is something to come back In 13years I live in Cali been here 26 times and not fancy although 7th is the one with great pottery and colors inside I ate 1 time for lunch of dinner and 25 times for brekafast
5,Hybrid class Did it a few years back and to this day its the best workout Ive ever had Will be going back FOR SURE
5,Super cool coffee bar with a great outdoor patio for little ones to run around
5,Ive been here three times and have had terrific food each time  The meat is incredible and their sauces are amazing  Portion sizes are generous and the mac  cheese is delicious  This is what BBQ is all about definitely one of the best in Phoenix and were lucky to have it here in the NW valley
1,Closed GONE UNDER OUTTA HERE See ya later bye bye
5,"I have been going to Vatoci hair salon for over a year now Ive had the same stylist from day one and I highly recommend her Ive never had so many compliments on my hair Ask for Marsha Mirushe and I guarantee shell take amazing care of you 

I love that she always remembers what we talk about and asks me about my job and my kids too I am sure that Spiro and Vera also do a great job because the people who are in there when I am are regulars and everyone is always happy to be there 

My daughter loved going in to be pampered as well and they are amazingly flexible on scheduling appointments even though they always seem to have plenty of customers They know what they are doing Highly recommend"
1,"It was family day the ex and I like to see our son smile and we were starving after driving around for a while we pulled up to Arribas and said what the hell

Thats also what we said when some of the food came as in what the hell is this

So positive first  The server was pretty quick and he gave refills without being asked  Chips and salsa were good  Chips were warm and salsa had a nice suprising kick  Kick do I sound like an old lady 

Morgan and I ordered fish tacos and beef tacos respectively so we could swap one for one  Fish was ok nothing spectacular but honestly I would rather pay for one at freakin Del Taco or Rubios  Not worth it here  Rice was ok some flavor probably converted rice though  Beans were blended  I dunno about you but I like to see some actual BEANS in my beans  This stuff was like brown goo YUMMMMMMMM P

The beef taco was just weird  I swear to God is tasted like gyro meat  WTF  I couldnt eat much of it  

Last but not least Dom ordered the White Sands Chimichanga  That sht looked nasty to be honest  Covered with some gooey white sauce filled with pork  LOL he said it tasted like hot dog  Um yikes  He took about 2 bites and was full  AKA he didnt like it

I also had a margarita it was HUGE and didnt taste very good  Id rather have one 14 that size that tasted nice  Oh well

One star for the chips and salsa  Like I said the fish taco was okay but every thing was just way overpriced  

Final verdict  We decided to NEVER go there again"
5,Kona grill is never a disappointment  Sushi the regular menu the atmosphere  The staff is very friendly and the food is very good  We like to create our own sushi dishes and the chef is always ready and willing  I highly recommend Kona Grill for consistently good food
5,"I love this place I want to go to Arizona just to eat here  The greek fries were really good and different  It was just really really good 

Were going next time Im in town Fervor"
5,"If you buy half a duck you dont get to pick which duck

I lived in China mainly Guangdong for three years and all it really took was a look at this sign along of course with all the wonderful roasted ducks and pork to know I had come across a place with bona fides 

Hope Kee has some of the very best Chinese food in town in my opinion and is worth the trip from wherever it is in the valley that you live 

I dont know anywhere else in town you can get such good congee which is actually called zhou or jook and which is a soupy delicious rice porridge  

Theyre also one of the only places you can get dried scallop soup which they do an excellent job of 

Dried scallops a specialty of HKGuangdong are one of the most delicious things in the world 

Everything that they make is delicious and sitting in there listening to the customers and staff talk in Chinese and Cantonese can really take you back to China if youve had the pleasure of spending time there Otherwise its just about as close as you can get 

If you want to eat some real Chinese food that is both delicious and approachable and very reasonably priced you cant beat Hope Kee 

Get some soup or some congee some clams with black bean sauce some greens and some BBQ and youll see why China and Hope Kee are such hard places to stay away from 

If you do decide to try your hand at duckpicking and buy a whole duck fear not for wasted leftovers because roasted duck makes for a very tasty soup"
